x-axis,1
second,Volt
-25.00000E-06,+300.96733337E-03
-24.97500E-06,+304.98743383E-03
-24.95000E-06,+306.99748406E-03
-24.92500E-06,+309.00753429E-03
-24.90000E-06,+313.02763475E-03
-24.87500E-06,+313.02763475E-03
-24.85000E-06,+311.01758452E-03
-24.82500E-06,+314.03265987E-03
-24.80000E-06,+313.02763475E-03
-24.77500E-06,+313.02763475E-03
-24.75000E-06,+309.00753429E-03
-24.72500E-06,+305.99245895E-03
-24.70000E-06,+304.98743383E-03
-24.67500E-06,+308.00250918E-03
-24.65000E-06,+304.98743383E-03
-24.62500E-06,+308.00250918E-03
-24.60000E-06,+309.00753429E-03
-24.57500E-06,+309.00753429E-03
-24.55000E-06,+313.02763475E-03
-24.52500E-06,+313.02763475E-03
-24.50000E-06,+313.02763475E-03
-24.47500E-06,+313.02763475E-03
-24.45000E-06,+313.02763475E-03
-24.42500E-06,+310.01255941E-03
-24.40000E-06,+304.98743383E-03
-24.37500E-06,+304.98743383E-03
-24.35000E-06,+302.97738360E-03
-24.32500E-06,+301.97235849E-03
-24.30000E-06,+304.98743383E-03
-24.27500E-06,+312.02260964E-03
-24.25000E-06,+315.03768498E-03
-24.22500E-06,+313.02763475E-03
-24.20000E-06,+313.02763475E-03
-24.17500E-06,+313.02763475E-03
-24.15000E-06,+317.04773521E-03
-24.12500E-06,+314.03265987E-03
-24.10000E-06,+313.02763475E-03
-24.07500E-06,+309.00753429E-03
-24.05000E-06,+304.98743383E-03
-24.02500E-06,+302.97738360E-03
-24.00000E-06,+304.98743383E-03
-23.97500E-06,+305.99245895E-03
-23.95000E-06,+309.00753429E-03
-23.92500E-06,+314.03265987E-03
-23.90000E-06,+313.02763475E-03
-23.87500E-06,+313.02763475E-03
-23.85000E-06,+319.05778544E-03
-23.82500E-06,+317.04773521E-03
-23.80000E-06,+313.02763475E-03
-23.77500E-06,+309.00753429E-03
-23.75000E-06,+309.00753429E-03
-23.72500E-06,+304.98743383E-03
-23.70000E-06,+304.98743383E-03
-23.67500E-06,+303.98240872E-03
-23.65000E-06,+302.97738360E-03
-23.62500E-06,+309.00753429E-03
-23.60000E-06,+313.02763475E-03
-23.57500E-06,+313.02763475E-03
-23.55000E-06,+309.00753429E-03
-23.52500E-06,+314.03265987E-03
-23.50000E-06,+313.02763475E-03
-23.47500E-06,+313.02763475E-03
-23.45000E-06,+311.01758452E-03
-23.42500E-06,+310.01255941E-03
-23.40000E-06,+304.98743383E-03
-23.37500E-06,+300.96733337E-03
-23.35000E-06,+300.96733337E-03
-23.32500E-06,+309.00753429E-03
-23.30000E-06,+304.98743383E-03
-23.27500E-06,+304.98743383E-03
-23.25000E-06,+315.03768498E-03
-23.22500E-06,+314.03265987E-03
-23.20000E-06,+309.00753429E-03
-23.17500E-06,+313.02763475E-03
-23.15000E-06,+317.04773521E-03
-23.12500E-06,+310.01255941E-03
-23.10000E-06,+300.96733337E-03
-23.07500E-06,+313.02763475E-03
-23.05000E-06,+311.01758452E-03
-23.02500E-06,+301.97235849E-03
-23.00000E-06,+300.96733337E-03
-22.97500E-06,+312.02260964E-03
-22.95000E-06,+311.01758452E-03
-22.92500E-06,+304.98743383E-03
-22.90000E-06,+313.02763475E-03
-22.87500E-06,+317.04773521E-03
-22.85000E-06,+311.01758452E-03
-22.82500E-06,+309.00753429E-03
-22.80000E-06,+317.04773521E-03
-22.77500E-06,+309.00753429E-03
-22.75000E-06,+300.96733337E-03
-22.72500E-06,+304.98743383E-03
-22.70000E-06,+304.98743383E-03
-22.67500E-06,+300.96733337E-03
-22.65000E-06,+300.96733337E-03
-22.62500E-06,+313.02763475E-03
-22.60000E-06,+309.00753429E-03
-22.57500E-06,+304.98743383E-03
-22.55000E-06,+311.01758452E-03
-22.52500E-06,+318.05276033E-03
-22.50000E-06,+309.00753429E-03
-22.47500E-06,+309.00753429E-03
-22.45000E-06,+313.02763475E-03
-22.42500E-06,+313.02763475E-03
-22.40000E-06,+300.96733337E-03
-22.37500E-06,+300.96733337E-03
-22.35000E-06,+304.98743383E-03
-22.32500E-06,+305.99245895E-03
-22.30000E-06,+300.96733337E-03
-22.27500E-06,+310.01255941E-03
-22.25000E-06,+319.05778544E-03
-22.22500E-06,+310.01255941E-03
-22.20000E-06,+309.00753429E-03
-22.17500E-06,+318.05276033E-03
-22.15000E-06,+313.02763475E-03
-22.12500E-06,+309.00753429E-03
-22.10000E-06,+304.98743383E-03
-22.07500E-06,+309.00753429E-03
-22.05000E-06,+302.97738360E-03
-22.02500E-06,+297.95225803E-03
-22.00000E-06,+304.98743383E-03
-21.97500E-06,+313.02763475E-03
-21.95000E-06,+309.00753429E-03
-21.92500E-06,+305.99245895E-03
-21.90000E-06,+317.04773521E-03
-21.87500E-06,+320.06281055E-03
-21.85000E-06,+311.01758452E-03
-21.82500E-06,+309.00753429E-03
-21.80000E-06,+309.00753429E-03
-21.77500E-06,+309.00753429E-03
-21.75000E-06,+304.98743383E-03
-21.72500E-06,+304.98743383E-03
-21.70000E-06,+304.98743383E-03
-21.67500E-06,+301.97235849E-03
-21.65000E-06,+306.99748406E-03
-21.62500E-06,+313.02763475E-03
-21.60000E-06,+313.02763475E-03
-21.57500E-06,+317.04773521E-03
-21.55000E-06,+317.04773521E-03
-21.52500E-06,+310.01255941E-03
-21.50000E-06,+313.02763475E-03
-21.47500E-06,+312.02260964E-03
-21.45000E-06,+311.01758452E-03
-21.42500E-06,+309.00753429E-03
-21.40000E-06,+304.98743383E-03
-21.37500E-06,+300.96733337E-03
-21.35000E-06,+304.98743383E-03
-21.32500E-06,+309.00753429E-03
-21.30000E-06,+313.02763475E-03
-21.27500E-06,+313.02763475E-03
-21.25000E-06,+311.01758452E-03
-21.22500E-06,+314.03265987E-03
-21.20000E-06,+313.02763475E-03
-21.17500E-06,+316.04271010E-03
-21.15000E-06,+309.00753429E-03
-21.12500E-06,+301.97235849E-03
-21.10000E-06,+304.98743383E-03
-21.07500E-06,+304.98743383E-03
-21.05000E-06,+302.97738360E-03
-21.02500E-06,+300.96733337E-03
-21.00000E-06,+309.00753429E-03
-20.97500E-06,+309.00753429E-03
-20.95000E-06,+313.02763475E-03
-20.92500E-06,+310.01255941E-03
-20.90000E-06,+313.02763475E-03
-20.87500E-06,+313.02763475E-03
-20.85000E-06,+311.01758452E-03
-20.82500E-06,+306.99748406E-03
-20.80000E-06,+309.00753429E-03
-20.77500E-06,+305.99245895E-03
-20.75000E-06,+304.98743383E-03
